Patch,Champion,Percentile,Effective Winrate
OB44,Skye,0.3,0.4740
OB44,Skye,0.4,0.4860
OB44,Skye,0.5,0.4983
OB44,Skye,0.6,0.5117
OB44,Skye,0.7,0.5264
OB44,Skye,0.8,0.5446
OB44,Skye,0.9,0.5649
OB44,Skye,0.95,0.5914
OB44,Fernando,0.0,0.4030
OB44,Fernando,0.05,0.4241
OB44,Fernando,0.1,0.4421
OB44,Fernando,0.2,0.4579
OB44,Fernando,0.3,0.4707
OB44,Fernando,0.4,0.4825
OB44,Fernando,0.5,0.4944
OB44,Fernando,0.6,0.5069
OB44,Fernando,0.7,0.5206
OB44,Fernando,0.8,0.5383
OB44,Fernando,0.9,0.5579
OB44,Fernando,0.95,0.5822
OB44,Barik,0.0,0.4109
OB44,Barik,0.05,0.4348
OB44,Barik,0.1,0.4537
OB44,Barik,0.2,0.4695
OB44,Barik,0.3,0.4823
OB44,Barik,0.4,0.4939
OB44,Barik,0.5,0.5060
OB44,Barik,0.6,0.5182
OB44,Barik,0.7,0.5317
OB44,Barik,0.8,0.5499
OB44,Barik,0.9,0.5693
OB44,Barik,0.95,0.5936
OB44,Cassie,0.0,0.3737
OB44,Cassie,0.05,0.3969
OB44,Cassie,0.1,0.4147
OB44,Cassie,0.2,0.4315
OB44,Cassie,0.3,0.4459
OB44,Cassie,0.4,0.4588
OB44,Cassie,0.5,0.4704
OB44,Cassie,0.6,0.4832
OB44,Cassie,0.7,0.4985
OB44,Cassie,0.8,0.5171
OB44,Cassie,0.9,0.5408
OB44,Cassie,0.95,0.5794
OB44,Grohk,0.0,0.4164
OB44,Grohk,0.05,0.4384
OB44,Grohk,0.1,0.4571
OB44,Grohk,0.2,0.4735
OB44,Grohk,0.3,0.4866
OB44,Grohk,0.4,0.4986
OB44,Grohk,0.5,0.5108
OB44,Grohk,0.6,0.5231
OB44,Grohk,0.7,0.5382
OB44,Grohk,0.8,0.5558
OB44,Grohk,0.9,0.5767
OB44,Grohk,0.95,0.6024
OB44,Evie,0.0,0.3893
OB44,Evie,0.05,0.4161
OB44,Evie,0.1,0.4346
OB44,Evie,0.2,0.4515
OB44,Evie,0.3,0.4658
OB44,Evie,0.4,0.4791
OB44,Evie,0.5,0.4925
OB44,Evie,0.6,0.5057
OB44,Evie,0.7,0.5201
OB44,Evie,0.8,0.5394
OB44,Evie,0.9,0.5658
OB44,Evie,0.95,0.5973
OB44,Buck,0.0,0.4135
OB44,Buck,0.05,0.4388
OB44,Buck,0.1,0.4564
OB44,Buck,0.2,0.4740
OB44,Buck,0.3,0.4877
OB44,Buck,0.4,0.5006
OB44,Buck,0.5,0.5131
OB44,Buck,0.6,0.5273
OB44,Buck,0.7,0.5418
OB44,Buck,0.8,0.5620
OB44,Buck,0.9,0.5832
OB44,Buck,0.95,0.6089
OB44,Ruckus,0.0,0.4079
OB44,Ruckus,0.05,0.4291
OB44,Ruckus,0.1,0.4470
OB44,Ruckus,0.2,0.4627
OB44,Ruckus,0.3,0.4762
OB44,Ruckus,0.4,0.4884
OB44,Ruckus,0.5,0.5002
OB44,Ruckus,0.6,0.5124
OB44,Ruckus,0.7,0.5261
OB44,Ruckus,0.8,0.5424
OB44,Ruckus,0.9,0.5603
OB44,Ruckus,0.95,0.5874
OB44,Androxus,0.0,0.3868
OB44,Androxus,0.05,0.4081
OB44,Androxus,0.1,0.4258
OB44,Androxus,0.2,0.4435
OB44,Androxus,0.3,0.4585
OB44,Androxus,0.4,0.4725
OB44,Androxus,0.5,0.4860
OB44,Androxus,0.6,0.5006
OB44,Androxus,0.7,0.5164
OB44,Androxus,0.8,0.5369
OB44,Androxus,0.9,0.5613
OB44,Androxus,0.95,0.5943
OB44,Kinessa,0.0,0.3628
OB44,Kinessa,0.05,0.3850
OB44,Kinessa,0.1,0.4036
OB44,Kinessa,0.2,0.4219
OB44,Kinessa,0.3,0.4369
OB44,Kinessa,0.4,0.4524
OB44,Kinessa,0.5,0.4669
OB44,Kinessa,0.6,0.4805
OB44,Kinessa,0.7,0.4943
OB44,Kinessa,0.8,0.5134
OB44,Kinessa,0.9,0.5390
OB44,Kinessa,0.95,0.5852
OB44,Grover,0.0,0.4062
OB44,Grover,0.05,0.4248
OB44,Grover,0.1,0.4404
OB44,Grover,0.2,0.4550
OB44,Grover,0.3,0.4672
OB44,Grover,0.4,0.4788
OB44,Grover,0.5,0.4899
OB44,Grover,0.6,0.5015
OB44,Grover,0.7,0.5138
OB44,Grover,0.8,0.5306
OB44,Grover,0.9,0.5521
OB44,Grover,0.95,0.5758
OB44,Ying,0.0,0.4270
OB44,Ying,0.05,0.4492
OB44,Ying,0.1,0.4681
OB44,Ying,0.2,0.4856
OB44,Ying,0.3,0.4999
OB44,Ying,0.4,0.5127
OB44,Ying,0.5,0.5255
OB44,Ying,0.6,0.5390
OB44,Ying,0.7,0.5542
OB44,Ying,0.8,0.5725
OB44,Ying,0.9,0.5926
OB44,Ying,0.95,0.6141
OB44,Drogoz,0.0,0.4181
OB44,Drogoz,0.05,0.4414
OB44,Drogoz,0.1,0.4613
OB44,Drogoz,0.2,0.4791
OB44,Drogoz,0.3,0.4941
OB44,Drogoz,0.4,0.5080
OB44,Drogoz,0.5,0.5215
OB44,Drogoz,0.6,0.5369
OB44,Drogoz,0.7,0.5542
OB44,Drogoz,0.8,0.5751
OB44,Drogoz,0.9,0.5973
OB44,Drogoz,0.95,0.6173
OB44,Bomb King,0.0,0.4117
OB44,Bomb King,0.05,0.4334
OB44,Bomb King,0.1,0.4517
OB44,Bomb King,0.2,0.4695
OB44,Bomb King,0.3,0.4832
OB44,Bomb King,0.4,0.4953
OB44,Bomb King,0.5,0.5078
OB44,Bomb King,0.6,0.5213
OB44,Bomb King,0.7,0.5362
OB44,Bomb King,0.8,0.5556
OB44,Bomb King,0.9,0.5744
OB44,Bomb King,0.95,0.5978
OB44,Viktor,0.0,0.3922
OB44,Viktor,0.05,0.4140
OB44,Viktor,0.1,0.4319
OB44,Viktor,0.2,0.4478
OB44,Viktor,0.3,0.4614
OB44,Viktor,0.4,0.4735
OB44,Viktor,0.5,0.4849
OB44,Viktor,0.6,0.4965
OB44,Viktor,0.7,0.5106
OB44,Viktor,0.8,0.5282
OB44,Viktor,0.9,0.5488
OB44,Viktor,0.95,0.5731
OB44,Makoa,0.0,0.3982
OB44,Makoa,0.05,0.4186
OB44,Makoa,0.1,0.4339
OB44,Makoa,0.2,0.4489
OB44,Makoa,0.3,0.4613
OB44,Makoa,0.4,0.4726
OB44,Makoa,0.5,0.4835
OB44,Makoa,0.6,0.4946
OB44,Makoa,0.7,0.5074
OB44,Makoa,0.8,0.5247
OB44,Makoa,0.9,0.5446
OB44,Makoa,0.95,0.5707
OB44,Mal'Damba,0.0,0.3810
OB44,Mal'Damba,0.05,0.4025
OB44,Mal'Damba,0.1,0.4195
OB44,Mal'Damba,0.2,0.4352
OB44,Mal'Damba,0.3,0.4475
OB44,Mal'Damba,0.4,0.4586
OB44,Mal'Damba,0.5,0.4691
OB44,Mal'Damba,0.6,0.4802
OB44,Mal'Damba,0.7,0.4925
OB44,Mal'Damba,0.8,0.5097
OB44,Mal'Damba,0.9,0.5296
OB44,Mal'Damba,0.95,0.5566
OB44,Sha Lin,0.0,0.3928
OB44,Sha Lin,0.05,0.4145
OB44,Sha Lin,0.1,0.4329
OB44,Sha Lin,0.2,0.4480
OB44,Sha Lin,0.3,0.4609
OB44,Sha Lin,0.4,0.4740
OB44,Sha Lin,0.5,0.4869
OB44,Sha Lin,0.6,0.5001
OB44,Sha Lin,0.7,0.5143
OB44,Sha Lin,0.8,0.5327
OB44,Sha Lin,0.9,0.5556
OB44,Sha Lin,0.95,0.5858
OB44,Tyra,0.0,0.4109
OB44,Tyra,0.05,0.4329
OB44,Tyra,0.1,0.4499
OB44,Tyra,0.2,0.4663
OB44,Tyra,0.3,0.4798
OB44,Tyra,0.4,0.4921
OB44,Tyra,0.5,0.5048
OB44,Tyra,0.6,0.5173
OB44,Tyra,0.7,0.5310
OB44,Tyra,0.8,0.5490
OB44,Tyra,0.9,0.5691
OB44,Tyra,0.95,0.5938
OB44,Torvald,0.0,0.4419
OB44,Torvald,0.05,0.4639
OB44,Torvald,0.1,0.4812
OB44,Torvald,0.2,0.4969
OB44,Torvald,0.3,0.5106
OB44,Torvald,0.4,0.5233
OB44,Torvald,0.5,0.5362
OB44,Torvald,0.6,0.5502
OB44,Torvald,0.7,0.5663
OB44,Torvald,0.8,0.5851
OB44,Torvald,0.9,0.6022
OB44,Torvald,0.95,0.6199
OB44,Maeve,0.0,0.4030
OB44,Maeve,0.05,0.4252
OB44,Maeve,0.1,0.4435
OB44,Maeve,0.2,0.4607
OB44,Maeve,0.3,0.4746
OB44,Maeve,0.4,0.4874
OB44,Maeve,0.5,0.4999
OB44,Maeve,0.6,0.5134
OB44,Maeve,0.7,0.5294
OB44,Maeve,0.8,0.5485
OB44,Maeve,0.9,0.5720
OB44,Maeve,0.95,0.5993
OB45,Pip,0.0,0.4013
OB45,Pip,0.05,0.4260
OB45,Pip,0.1,0.4457
OB45,Pip,0.2,0.4638
OB45,Pip,0.3,0.4784
OB45,Pip,0.4,0.4927
OB45,Pip,0.5,0.5065
OB45,Pip,0.6,0.5213
OB45,Pip,0.7,0.5378
OB45,Pip,0.8,0.5597
OB45,Pip,0.9,0.5826
OB45,Pip,0.95,0.6072
OB45,Skye,0.0,0.4058
OB45,Skye,0.05,0.4292
OB45,Skye,0.1,0.4474
OB45,Skye,0.2,0.4654
OB45,Skye,0.3,0.4786
OB45,Skye,0.4,0.4903
OB45,Skye,0.5,0.5019
OB45,Skye,0.6,0.5148
OB45,Skye,0.7,0.5290
OB45,Skye,0.8,0.5460
OB45,Skye,0.9,0.5680
OB45,Skye,0.95,0.5926
OB45,Fernando,0.0,0.4020
OB45,Fernando,0.05,0.4242
OB45,Fernando,0.1,0.4418
OB45,Fernando,0.2,0.4573
OB45,Fernando,0.3,0.4703
OB45,Fernando,0.4,0.4819
OB45,Fernando,0.5,0.4943
OB45,Fernando,0.6,0.5067
OB45,Fernando,0.7,0.5203
OB45,Fernando,0.8,0.5376
OB45,Fernando,0.9,0.5586
OB45,Fernando,0.95,0.5808
OB45,Barik,0.0,0.4206
OB45,Barik,0.05,0.4433
OB45,Barik,0.1,0.4606
OB45,Barik,0.2,0.4765
OB45,Barik,0.3,0.4896
OB45,Barik,0.4,0.5017
OB45,Barik,0.5,0.5137
OB45,Barik,0.6,0.5258
OB45,Barik,0.7,0.5387
OB45,Barik,0.8,0.5561
OB45,Barik,0.9,0.5756
OB45,Barik,0.95,0.5988
OB45,Cassie,0.0,0.3725
OB45,Cassie,0.05,0.3973
OB45,Cassie,0.1,0.4144
OB45,Cassie,0.2,0.4304
OB45,Cassie,0.3,0.4428
OB45,Cassie,0.4,0.4549
OB45,Cassie,0.5,0.4655
OB45,Cassie,0.6,0.4774
OB45,Cassie,0.7,0.4925
OB45,Cassie,0.8,0.5127
OB45,Cassie,0.9,0.5357
OB45,Cassie,0.95,0.5681
OB45,Grohk,0.0,0.4196
OB45,Grohk,0.05,0.4430
OB45,Grohk,0.1,0.4607
OB45,Grohk,0.2,0.4772
OB45,Grohk,0.3,0.4900
OB45,Grohk,0.4,0.5022
OB45,Grohk,0.5,0.5141
OB45,Grohk,0.6,0.5260
OB45,Grohk,0.7,0.5390
OB45,Grohk,0.8,0.5561
OB45,Grohk,0.9,0.5756
OB45,Grohk,0.95,0.5986
OB45,Evie,0.0,0.3848
OB45,Evie,0.05,0.4203
OB45,Evie,0.1,0.4394
OB45,Evie,0.2,0.4573
OB45,Evie,0.3,0.4714
OB45,Evie,0.4,0.4844
OB45,Evie,0.5,0.4972
OB45,Evie,0.6,0.5111
OB45,Evie,0.7,0.5256
OB45,Evie,0.8,0.5455
OB45,Evie,0.9,0.5686
OB45,Evie,0.95,0.6019
OB45,Buck,0.0,0.4119
OB45,Buck,0.05,0.4333
OB45,Buck,0.1,0.4520
OB45,Buck,0.2,0.4693
OB45,Buck,0.3,0.4832
OB45,Buck,0.4,0.4958
OB45,Buck,0.5,0.5086
OB45,Buck,0.6,0.5215
OB45,Buck,0.7,0.5366
OB45,Buck,0.8,0.5539
OB45,Buck,0.9,0.5769
OB45,Buck,0.95,0.6129
OB45,Ruckus,0.0,0.4078
OB45,Ruckus,0.05,0.4298
OB45,Ruckus,0.1,0.4472
OB45,Ruckus,0.2,0.4624
OB45,Ruckus,0.3,0.4750
OB45,Ruckus,0.4,0.4869
OB45,Ruckus,0.5,0.4987
OB45,Ruckus,0.6,0.5113
OB45,Ruckus,0.7,0.5253
OB45,Ruckus,0.8,0.5423
OB45,Ruckus,0.9,0.5608
OB45,Ruckus,0.95,0.5875
OB45,Androxus,0.0,0.3904
OB45,Androxus,0.05,0.4118
OB45,Androxus,0.1,0.4309
OB45,Androxus,0.2,0.4498
OB45,Androxus,0.3,0.4645
OB45,Androxus,0.4,0.4770
OB45,Androxus,0.5,0.4897
OB45,Androxus,0.6,0.5043
OB45,Androxus,0.7,0.5203
OB45,Androxus,0.8,0.5387
OB45,Androxus,0.9,0.5627
OB45,Androxus,0.95,0.5971
OB45,Kinessa,0.0,0.3631
OB45,Kinessa,0.05,0.3889
OB45,Kinessa,0.1,0.4059
OB45,Kinessa,0.2,0.4220
OB45,Kinessa,0.3,0.4364
OB45,Kinessa,0.4,0.4506
OB45,Kinessa,0.5,0.4657
OB45,Kinessa,0.6,0.4801
OB45,Kinessa,0.7,0.4948
OB45,Kinessa,0.8,0.5151
OB45,Kinessa,0.9,0.5429
OB45,Kinessa,0.95,0.5945
OB45,Grover,0.0,0.4033
OB45,Grover,0.05,0.4247
OB45,Grover,0.1,0.4408
OB45,Grover,0.2,0.4553
OB45,Grover,0.3,0.4676
OB45,Grover,0.4,0.4785
OB45,Grover,0.5,0.4898
OB45,Grover,0.6,0.5006
OB45,Grover,0.7,0.5125
OB45,Grover,0.8,0.5292
OB45,Grover,0.9,0.5496
OB45,Grover,0.95,0.5756
OB45,Ying,0.0,0.4259
OB45,Ying,0.05,0.4486
OB45,Ying,0.1,0.4673
OB45,Ying,0.2,0.4850
OB45,Ying,0.3,0.4998
OB45,Ying,0.4,0.5132
OB45,Ying,0.5,0.5265
OB45,Ying,0.6,0.5403
OB45,Ying,0.7,0.5563
OB45,Ying,0.8,0.5762
OB45,Ying,0.9,0.5958
OB45,Ying,0.95,0.6156
OB45,Drogoz,0.0,0.4195
OB45,Drogoz,0.05,0.4437
OB45,Drogoz,0.1,0.4631
OB45,Drogoz,0.2,0.4805
OB45,Drogoz,0.3,0.4956
OB45,Drogoz,0.4,0.5089
OB45,Drogoz,0.5,0.5223
OB45,Drogoz,0.6,0.5368
OB45,Drogoz,0.7,0.5537
OB45,Drogoz,0.8,0.5742
OB45,Drogoz,0.9,0.5958
OB45,Drogoz,0.95,0.6151
OB45,Bomb King,0.0,0.4144
OB45,Bomb King,0.05,0.4343
OB45,Bomb King,0.1,0.4522
OB45,Bomb King,0.2,0.4695
OB45,Bomb King,0.3,0.4834
OB45,Bomb King,0.4,0.4960
OB45,Bomb King,0.5,0.5082
OB45,Bomb King,0.6,0.5211
OB45,Bomb King,0.7,0.5366
OB45,Bomb King,0.8,0.5542
OB45,Bomb King,0.9,0.5747
OB45,Bomb King,0.95,0.5981
OB45,Viktor,0.0,0.3940
OB45,Viktor,0.05,0.4163
OB45,Viktor,0.1,0.4338
OB45,Viktor,0.2,0.4502
OB45,Viktor,0.3,0.4633
OB45,Viktor,0.4,0.4755
OB45,Viktor,0.5,0.4872
OB45,Viktor,0.6,0.4989
OB45,Viktor,0.7,0.5127
OB45,Viktor,0.8,0.5301
OB45,Viktor,0.9,0.5499
OB45,Viktor,0.95,0.5708
OB45,Makoa,0.0,0.3970
OB45,Makoa,0.05,0.4165
OB45,Makoa,0.1,0.4331
OB45,Makoa,0.2,0.4486
OB45,Makoa,0.3,0.4607
OB45,Makoa,0.4,0.4719
OB45,Makoa,0.5,0.4824
OB45,Makoa,0.6,0.4934
OB45,Makoa,0.7,0.5058
OB45,Makoa,0.8,0.5230
OB45,Makoa,0.9,0.5423
OB45,Makoa,0.95,0.5668
OB45,Mal'Damba,0.0,0.3788
OB45,Mal'Damba,0.05,0.4008
OB45,Mal'Damba,0.1,0.4190
OB45,Mal'Damba,0.2,0.4347
OB45,Mal'Damba,0.3,0.4474
OB45,Mal'Damba,0.4,0.4589
OB45,Mal'Damba,0.5,0.4705
OB45,Mal'Damba,0.6,0.4819
OB45,Mal'Damba,0.7,0.4943
OB45,Mal'Damba,0.8,0.5099
OB45,Mal'Damba,0.9,0.5275
OB45,Mal'Damba,0.95,0.5519
OB45,Sha Lin,0.0,0.3962
OB45,Sha Lin,0.05,0.4168
OB45,Sha Lin,0.1,0.4336
OB45,Sha Lin,0.2,0.4495
OB45,Sha Lin,0.3,0.4624
OB45,Sha Lin,0.4,0.4752
OB45,Sha Lin,0.5,0.4872
OB45,Sha Lin,0.6,0.5000
OB45,Sha Lin,0.7,0.5155
OB45,Sha Lin,0.8,0.5361
OB45,Sha Lin,0.9,0.5586
OB45,Sha Lin,0.95,0.5929
OB45,Tyra,0.0,0.4134
OB45,Tyra,0.05,0.4350
OB45,Tyra,0.1,0.4515
OB45,Tyra,0.2,0.4678
OB45,Tyra,0.3,0.4817
OB45,Tyra,0.4,0.4943
OB45,Tyra,0.5,0.5065
OB45,Tyra,0.6,0.5199
OB45,Tyra,0.7,0.5342
OB45,Tyra,0.8,0.5517
OB45,Tyra,0.9,0.5713
OB45,Tyra,0.95,0.5941
OB45,Torvald,0.0,0.4413
OB45,Torvald,0.05,0.4626
OB45,Torvald,0.1,0.4801
OB45,Torvald,0.2,0.4958
OB45,Torvald,0.3,0.5091
OB45,Torvald,0.4,0.5211
OB45,Torvald,0.5,0.5330
OB45,Torvald,0.6,0.5464
OB45,Torvald,0.7,0.5612
OB45,Torvald,0.8,0.5808
OB45,Torvald,0.9,0.5986
OB45,Torvald,0.95,0.6164
OB45,Maeve,0.0,0.3978
OB45,Maeve,0.05,0.4181
OB45,Maeve,0.1,0.4360
OB45,Maeve,0.2,0.4524
OB45,Maeve,0.3,0.4659
OB45,Maeve,0.4,0.4776
OB45,Maeve,0.5,0.4896
OB45,Maeve,0.6,0.5032
OB45,Maeve,0.7,0.5180
OB45,Maeve,0.8,0.5380
OB45,Maeve,0.9,0.5605
OB45,Maeve,0.95,0.5890
OB45,Inara,0.0,0.3921
OB45,Inara,0.05,0.4109
OB45,Inara,0.1,0.4265
OB45,Inara,0.2,0.4420
OB45,Inara,0.3,0.4532
OB45,Inara,0.4,0.4631
OB45,Inara,0.5,0.4724
OB45,Inara,0.6,0.4827
OB45,Inara,0.7,0.4951
OB45,Inara,0.8,0.5118
OB45,Inara,0.9,0.5303
OB45,Inara,0.95,0.5523
OB46,Pip,0.0,0.4018
OB46,Pip,0.05,0.4244
OB46,Pip,0.1,0.4423
OB46,Pip,0.2,0.4602
OB46,Pip,0.3,0.4746
OB46,Pip,0.4,0.4879
OB46,Pip,0.5,0.5012
OB46,Pip,0.6,0.5155
OB46,Pip,0.7,0.5305
OB46,Pip,0.8,0.5512
OB46,Pip,0.9,0.5752
OB46,Pip,0.95,0.6025
OB46,Skye,0.0,0.4042
OB46,Skye,0.05,0.4255
OB46,Skye,0.1,0.4441
OB46,Skye,0.2,0.4612
OB46,Skye,0.3,0.4751
OB46,Skye,0.4,0.4871
OB46,Skye,0.5,0.4989
OB46,Skye,0.6,0.5110
OB46,Skye,0.7,0.5239
OB46,Skye,0.8,0.5395
OB46,Skye,0.9,0.5600
OB46,Skye,0.95,0.5863
OB46,Fernando,0.0,0.4062
OB46,Fernando,0.05,0.4260
OB46,Fernando,0.1,0.4433
OB46,Fernando,0.2,0.4583
OB46,Fernando,0.3,0.4710
OB46,Fernando,0.4,0.4828
OB46,Fernando,0.5,0.4940
OB46,Fernando,0.6,0.5058
OB46,Fernando,0.7,0.5193
OB46,Fernando,0.8,0.5372
OB46,Fernando,0.9,0.5574
OB46,Fernando,0.95,0.5799
OB46,Barik,0.0,0.4208
OB46,Barik,0.05,0.4436
OB46,Barik,0.1,0.4602
OB46,Barik,0.2,0.4766
OB46,Barik,0.3,0.4899
OB46,Barik,0.4,0.5017
OB46,Barik,0.5,0.5135
OB46,Barik,0.6,0.5252
OB46,Barik,0.7,0.5383
OB46,Barik,0.8,0.5541
OB46,Barik,0.9,0.5726
OB46,Barik,0.95,0.5929
OB46,Cassie,0.0,0.3707
OB46,Cassie,0.05,0.3931
OB46,Cassie,0.1,0.4127
OB46,Cassie,0.2,0.4291
OB46,Cassie,0.3,0.4413
OB46,Cassie,0.4,0.4525
OB46,Cassie,0.5,0.4644
OB46,Cassie,0.6,0.4763
OB46,Cassie,0.7,0.4919
OB46,Cassie,0.8,0.5092
OB46,Cassie,0.9,0.5332
OB46,Cassie,0.95,0.5661
OB46,Grohk,0.0,0.4205
OB46,Grohk,0.05,0.4418
OB46,Grohk,0.1,0.4589
OB46,Grohk,0.2,0.4746
OB46,Grohk,0.3,0.4874
OB46,Grohk,0.4,0.4997
OB46,Grohk,0.5,0.5115
OB46,Grohk,0.6,0.5241
OB46,Grohk,0.7,0.5375
OB46,Grohk,0.8,0.5543
OB46,Grohk,0.9,0.5726
OB46,Grohk,0.95,0.5988
OB46,Evie,0.0,0.3798
OB46,Evie,0.05,0.4164
OB46,Evie,0.1,0.4381
OB46,Evie,0.2,0.4574
OB46,Evie,0.3,0.4728
OB46,Evie,0.4,0.4857
OB46,Evie,0.5,0.4989
OB46,Evie,0.6,0.5126
OB46,Evie,0.7,0.5287
OB46,Evie,0.8,0.5493
OB46,Evie,0.9,0.5770
OB46,Evie,0.95,0.6039
OB46,Buck,0.0,0.4082
OB46,Buck,0.05,0.4332
OB46,Buck,0.1,0.4533
OB46,Buck,0.2,0.4713
OB46,Buck,0.3,0.4876
OB46,Buck,0.4,0.5009
OB46,Buck,0.5,0.5138
OB46,Buck,0.6,0.5257
OB46,Buck,0.7,0.5401
OB46,Buck,0.8,0.5558
OB46,Buck,0.9,0.5778
OB46,Buck,0.95,0.6126
OB46,Ruckus,0.0,0.4118
OB46,Ruckus,0.05,0.4317
OB46,Ruckus,0.1,0.4482
OB46,Ruckus,0.2,0.4636
OB46,Ruckus,0.3,0.4761
OB46,Ruckus,0.4,0.4881
OB46,Ruckus,0.5,0.4997
OB46,Ruckus,0.6,0.5113
OB46,Ruckus,0.7,0.5244
OB46,Ruckus,0.8,0.5398
OB46,Ruckus,0.9,0.5567
OB46,Ruckus,0.95,0.5808
OB46,Androxus,0.0,0.3958
OB46,Androxus,0.05,0.4174
OB46,Androxus,0.1,0.4343
OB46,Androxus,0.2,0.4515
OB46,Androxus,0.3,0.4664
OB46,Androxus,0.4,0.4798
OB46,Androxus,0.5,0.4927
OB46,Androxus,0.6,0.5063
OB46,Androxus,0.7,0.5221
OB46,Androxus,0.8,0.5401
OB46,Androxus,0.9,0.5646
OB46,Androxus,0.95,0.5947
OB46,Kinessa,0.0,0.3628
OB46,Kinessa,0.05,0.3849
OB46,Kinessa,0.1,0.4041
OB46,Kinessa,0.2,0.4198
OB46,Kinessa,0.3,0.4340
OB46,Kinessa,0.4,0.4490
OB46,Kinessa,0.5,0.4614
OB46,Kinessa,0.6,0.4763
OB46,Kinessa,0.7,0.4929
OB46,Kinessa,0.8,0.5151
OB46,Kinessa,0.9,0.5385
OB46,Kinessa,0.95,0.5812
OB46,Grover,0.0,0.4100
OB46,Grover,0.05,0.4297
OB46,Grover,0.1,0.4445
OB46,Grover,0.2,0.4589
OB46,Grover,0.3,0.4705
OB46,Grover,0.4,0.4816
OB46,Grover,0.5,0.4922
OB46,Grover,0.6,0.5028
OB46,Grover,0.7,0.5151
OB46,Grover,0.8,0.5300
OB46,Grover,0.9,0.5482
OB46,Grover,0.95,0.5724
OB46,Ying,0.0,0.4267
OB46,Ying,0.05,0.4489
OB46,Ying,0.1,0.4674
OB46,Ying,0.2,0.4847
OB46,Ying,0.3,0.4994
OB46,Ying,0.4,0.5125
OB46,Ying,0.5,0.5249
OB46,Ying,0.6,0.5380
OB46,Ying,0.7,0.5526
OB46,Ying,0.8,0.5713
OB46,Ying,0.9,0.5897
OB46,Ying,0.95,0.6096
OB46,Drogoz,0.0,0.4189
OB46,Drogoz,0.05,0.4422
OB46,Drogoz,0.1,0.4612
OB46,Drogoz,0.2,0.4794
OB46,Drogoz,0.3,0.4944
OB46,Drogoz,0.4,0.5075
OB46,Drogoz,0.5,0.5203
OB46,Drogoz,0.6,0.5345
OB46,Drogoz,0.7,0.5505
OB46,Drogoz,0.8,0.5693
OB46,Drogoz,0.9,0.5907
OB46,Drogoz,0.95,0.6109
OB46,Bomb King,0.0,0.4250
OB46,Bomb King,0.05,0.4481
OB46,Bomb King,0.1,0.4659
OB46,Bomb King,0.2,0.4821
OB46,Bomb King,0.3,0.4957
OB46,Bomb King,0.4,0.5088
OB46,Bomb King,0.5,0.5219
OB46,Bomb King,0.6,0.5355
OB46,Bomb King,0.7,0.5502
OB46,Bomb King,0.8,0.5695
OB46,Bomb King,0.9,0.5904
OB46,Bomb King,0.95,0.6164
OB46,Viktor,0.0,0.3985
OB46,Viktor,0.05,0.4187
OB46,Viktor,0.1,0.4350
OB46,Viktor,0.2,0.4510
OB46,Viktor,0.3,0.4640
OB46,Viktor,0.4,0.4761
OB46,Viktor,0.5,0.4874
OB46,Viktor,0.6,0.4992
OB46,Viktor,0.7,0.5131
OB46,Viktor,0.8,0.5314
OB46,Viktor,0.9,0.5510
OB46,Viktor,0.95,0.5768
OB46,Makoa,0.0,0.3979
OB46,Makoa,0.05,0.4171
OB46,Makoa,0.1,0.4330
OB46,Makoa,0.2,0.4482
OB46,Makoa,0.3,0.4604
OB46,Makoa,0.4,0.4715
OB46,Makoa,0.5,0.4824
OB46,Makoa,0.6,0.4937
OB46,Makoa,0.7,0.5058
OB46,Makoa,0.8,0.5216
OB46,Makoa,0.9,0.5408
OB46,Makoa,0.95,0.5679
OB46,Mal'Damba,0.0,0.3836
OB46,Mal'Damba,0.05,0.4039
OB46,Mal'Damba,0.1,0.4198
OB46,Mal'Damba,0.2,0.4346
OB46,Mal'Damba,0.3,0.4463
OB46,Mal'Damba,0.4,0.4578
OB46,Mal'Damba,0.5,0.4697
OB46,Mal'Damba,0.6,0.4809
OB46,Mal'Damba,0.7,0.4937
OB46,Mal'Damba,0.8,0.5098
OB46,Mal'Damba,0.9,0.5282
OB46,Mal'Damba,0.95,0.5520
OB46,Sha Lin,0.0,0.3951
OB46,Sha Lin,0.05,0.4163
OB46,Sha Lin,0.1,0.4324
OB46,Sha Lin,0.2,0.4481
OB46,Sha Lin,0.3,0.4612
OB46,Sha Lin,0.4,0.4731
OB46,Sha Lin,0.5,0.4847
OB46,Sha Lin,0.6,0.4974
OB46,Sha Lin,0.7,0.5113
OB46,Sha Lin,0.8,0.5300
OB46,Sha Lin,0.9,0.5503
OB46,Sha Lin,0.95,0.5779
OB46,Tyra,0.0,0.4127
OB46,Tyra,0.05,0.4345
OB46,Tyra,0.1,0.4518
OB46,Tyra,0.2,0.4669
OB46,Tyra,0.3,0.4798
OB46,Tyra,0.4,0.4914
OB46,Tyra,0.5,0.5028
OB46,Tyra,0.6,0.5160
OB46,Tyra,0.7,0.5302
OB46,Tyra,0.8,0.5480
OB46,Tyra,0.9,0.5665
OB46,Tyra,0.95,0.5899
OB46,Torvald,0.0,0.4436
OB46,Torvald,0.05,0.4642
OB46,Torvald,0.1,0.4809
OB46,Torvald,0.2,0.4967
OB46,Torvald,0.3,0.5098
OB46,Torvald,0.4,0.5219
OB46,Torvald,0.5,0.5337
OB46,Torvald,0.6,0.5467
